date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:07	31000/31000	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Sep%202018%2015:20:46%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/font-awesome.min.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/font-awesome.min380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:07	3199/3199	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Sep%202018%2015:20:48%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/flaticon/flaticon.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/flaticon/flaticon380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:08	10138/10138	---M--	200	added ('OK')	text/css	date:Sat,%2029%20Sep%202018%2016:51:36%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/lightcase.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/lightcase380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:08	45049/45049	---M--	200	added ('OK')	text/css	date:Sat,%2029%20Sep%202018%2016:49:16%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/animate.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/animate380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:08	17762/17762	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Sep%202018%2015:20:48%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/swiper.min.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/swiper.min380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:09	155012/155012	---M--	200	added ('OK')	text/css	date:Mon,%2015%20Oct%202018%2007:07:43%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/style.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/style380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:09	16806/16806	---M--	200	added ('OK')	text/css	date:Wed,%2010%20Oct%202018%2012:41:15%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/responsive.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/assets/css/responsive380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:09	31352/31352	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Nov%202018%2009:40:09%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/all-study-style.css?ver=1541756409	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/all-study-style0600.css	(from https://demos.codexcoder.com/all-study/)
13:39:09	12056/12056	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:24%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/builder/static/css/frontend-grid.css?ver=1.2.11	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/builder/static/css/frontend-grida09d.css	(from https://demos.codexcoder.com/all-study/)
13:39:09	8245/8245	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:24%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/forms/static/css/frontend.css?ver=2.7.31	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/forms/static/css/frontend973b.css	(from https://demos.codexcoder.com/all-study/)
13:39:10	2566/2566	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:24%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/background.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/background380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:10	2968/2968	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:24%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/button/static/css/styles.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/button/static/css/styles380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:10	771/771	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:24%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/map/static/css/styles.css?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/map/static/css/styles380f.css	(from https://demos.codexcoder.com/all-study/)
13:39:11	18625/18625	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2003:44:12%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/learnpress/assets/css/widgets.min.css?ver=4.2.6.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/learnpress/assets/css/widgets.min5246.css	(from https://demos.codexcoder.com/all-study/)
13:39:11	13577/13577	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2010:04:08%20GMT	https://demos.codexcoder.com/all-study/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://demos.codexcoder.com/all-study/)
13:39:11	87553/87553	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2010:04:08%20GMT	https://demos.codexcoder.com/all-study/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-includes/js/jquery/jquery.minf43b.js	(from https://demos.codexcoder.com/all-study/)
13:39:11	9636/9636	---M--	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2019:18:27%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minc854.js	(from https://demos.codexcoder.com/all-study/)
13:39:12	3058/3058	---M--	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2019:18:27%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minc484.js	(from https://demos.codexcoder.com/all-study/)
13:39:12	1720/1720	---M--	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2019:18:27%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min8730.js	(from https://demos.codexcoder.com/all-study/)
13:39:13	2139/2139	---M--	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2019:18:27%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minc484.js	(from https://demos.codexcoder.com/all-study/)
13:39:13	682/682	---M--	200	added ('OK')	text/javascript	date:Sat,%2029%20Sep%202018%2018:46:08%20GMT	https://demos.codexcoder.com/all-study/wp-content/themes/all-study/inc/ajax-load-more/loadmore.js?ver=6.5.4	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/themes/all-study/inc/ajax-load-more/loadmore380f.js	(from https://demos.codexcoder.com/all-study/)
13:39:13	2713/2713	---M--	200	added ('OK')	text/javascript	date:Mon,%2022%20Apr%202024%2003:44:12%20GMT	https://demos.codexcoder.com/all-study/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min.js?ver=4.2.6.5	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min5246.js	(from https://demos.codexcoder.com/all-study/)
13:39:16	74368/74368	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jun%202024%2012:39:14%20GMT	https://demos.codexcoder.com/all-study/wp-json/wp/v2/pages/656	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-json/wp/v2/pages/656.json	(from https://demos.codexcoder.com/all-study/)
13:39:16	56644/56644	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2012:39:16%20GMT	https://demos.codexcoder.com/all-study/xmlrpc.php?rsd	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/xmlrpc0db0.php	(from https://demos.codexcoder.com/all-study/)
13:39:16	1267409/1267409	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jun%202024%2012:39:14%20GMT	https://demos.codexcoder.com/all-study/wp-json/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-json/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:17	2168/2168	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jun%202024%2012:39:17%20GMT	https://demos.codexcoder.com/all-study/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemos.codexcoder.com%2Fall-study%2F	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-json/oembed/1.0/embedb366.json	(from https://demos.codexcoder.com/all-study/)
13:39:18	2323/2323	---MC-	200	added ('OK')	text/xml	date:Sat,%2015%20Jun%202024%2012:39:18%20GMT	https://demos.codexcoder.com/all-study/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemos.codexcoder.com%2Fall-study%2F&format=xml	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-json/oembed/1.0/embedb2d1	(from https://demos.codexcoder.com/all-study/)
13:39:19	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Sat,%2015%20Jun%202024%2012:39:19%20GMT	https://demos.codexcoder.com/all-study/wp-admin/admin-ajax.php	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-admin/admin-ajax.php	(from https://demos.codexcoder.com/all-study/)
13:39:20	1598/1598	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Sep%202018%2013:46:34%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/09/favicon.png	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/09/favicon.png	(from https://demos.codexcoder.com/all-study/)
13:39:21	56644/56644	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2012:39:21%20GMT	https://demos.codexcoder.com/all-study/wp-login.php?redirect_to=https%3A%2F%2Fdemos.codexcoder.com%2Fall-study%2F	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-loginf674.php	(from https://demos.codexcoder.com/all-study/)
13:39:22	292/292	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2012:39:22%20GMT	http://demos.codexcoder.com/all-study/wp-content/uploads/2018/10/all-study-logo.png	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/10/all-study-logo.29.delayed	(from https://demos.codexcoder.com/all-study/)
13:39:22	2351/2351	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Oct%202018%2011:09:55%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/10/all-study-logo.png	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/10/all-study-logo.png	(from https://demos.codexcoder.com/all-study/)
13:39:22	90390/90390	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:22%20GMT	https://demos.codexcoder.com/all-study/register/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/register/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:24	163971/163971	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:23%20GMT	https://demos.codexcoder.com/all-study/home-page-2/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-2/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:24	152796/152796	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:23%20GMT	https://demos.codexcoder.com/all-study/home-page-4/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-4/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:25	78272/78272	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2012:39:24%20GMT	https://demos.codexcoder.com/all-study/404	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/404.2b.delayed	(from https://demos.codexcoder.com/all-study/)
13:39:29	152924/152924	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:24%20GMT	https://demos.codexcoder.com/all-study/home-page-3/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-3/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:29	134057/134057	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:25%20GMT	https://demos.codexcoder.com/all-study/home-page-5/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-5/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:31	150200/150200	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:25%20GMT	https://demos.codexcoder.com/all-study/home-page-6/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-6/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:31	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2012:39:30%20GMT	http://demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.01.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.01.2c.delayed	(from https://demos.codexcoder.com/all-study/)
13:39:31	157274/157274	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:26%20GMT	https://demos.codexcoder.com/all-study/home-page-7/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-7/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:36	151984/151984	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:31%20GMT	https://demos.codexcoder.com/all-study/home-page-8/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-8/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:38	207949/207949	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Oct%202018%2006:58:57%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.01.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.01.jpg	(from https://demos.codexcoder.com/all-study/)
13:39:40	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2012:39:39%20GMT	http://demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.02.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.02.2e.delayed	(from https://demos.codexcoder.com/all-study/)
13:39:40	104760/104760	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:36%20GMT	https://demos.codexcoder.com/all-study/courses-grid-style/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/courses-grid-style/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:40	110143/110143	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:38%20GMT	https://demos.codexcoder.com/all-study/courses-2-column/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/courses-2-column/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:41	156584/156584	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:36%20GMT	https://demos.codexcoder.com/all-study/home-page-9/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/home-page-9/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:43	154097/154097	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Oct%202018%2006:58:50%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.02.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/09/banner_1.02.jpg	(from https://demos.codexcoder.com/all-study/)
13:39:44	101540/101540	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:41%20GMT	https://demos.codexcoder.com/all-study/courses/uficiently-dsenate-colabor-copy-9/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/courses/uficiently-dsenate-colabor-copy-9/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:44	109752/109752	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:41%20GMT	https://demos.codexcoder.com/all-study/courses-list-style/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/courses-list-style/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:44	109993/109993	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:43%20GMT	https://demos.codexcoder.com/all-study/about/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/about/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:45	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2012:39:45%20GMT	http://demos.codexcoder.com/all-study/wp-content/uploads/2018/10/banner.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/10/banner.30.delayed	(from https://demos.codexcoder.com/all-study/)
13:39:45	97709/97709	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:44%20GMT	https://demos.codexcoder.com/all-study/our-services/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/our-services/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:45	92441/92441	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:45%20GMT	https://demos.codexcoder.com/all-study/event-grid-style/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/event-grid-style/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:50	100440/100440	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:45%20GMT	https://demos.codexcoder.com/all-study/event-grid-2-column/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/event-grid-2-column/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:51	95693/95693	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:46%20GMT	https://demos.codexcoder.com/all-study/event/study-fastivel-event-2018-copy-9/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/event/study-fastivel-event-2018-copy-9/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:51	440185/440185	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Oct%202018%2011:47:51%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/10/banner.jpg	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/10/banner.jpg	(from https://demos.codexcoder.com/all-study/)
13:39:51	100005/100005	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2012:39:46%20GMT	https://demos.codexcoder.com/all-study/event-list-style/	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/event-list-style/index.html	(from https://demos.codexcoder.com/all-study/)
13:39:52	2148/2148	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Oct%202018%2005:51:53%20GMT	https://demos.codexcoder.com/all-study/wp-content/uploads/2018/10/02.png	C:/Users/HP/OneDrive/Bureau/temps/demos.codexcoder.com/all-study/wp-content/uploads/2018/10/02.png	(from https://demos.codexcoder.com/all-study/)
